divertir	promener=0.8599289655685425,tromper=0.8315592408180237,démarquer=0.8221718072891235,familiariser=0.8069025278091431,vêtir=0.8038231134414673,désaltérer=0.8032462000846863,pencher=0.8002458214759827,remémorer=0.7946469187736511,doucher=0.7928186058998108,nicher=0.7915927171707153
animation	animation,=0.7596717476844788,l'animation=0.7511003613471985,icône=0.7339150905609131,annotation=0.7266280055046082,incrustation=0.7175307273864746,icône,=0.7067294716835022,charte=0.6807010173797607,chanson=0.6756642460823059,émotion=0.6750749945640564,image,=0.6638643741607666
ELT2,	ELT3,=0.8855879902839661,2918,=0.7357606291770935,GXL2,=0.73360276222229,`11",=0.7321234941482544,,u3=0.7281716465950012,aminobenzophénones,=0.7281303405761719,LAR1,=0.7249457240104675,2916,=0.7231542468070984,2848,=0.7224323153495789,anthraniliques,=0.7179718017578125
U_DF	SC11=0.7552648186683655,N-(13hydroxypropyl)=0.7354099154472351,15P2,=0.7317463755607605,UTILISATEUR,=0.7265411615371704,10/36=0.7254147529602051,42-45,=0.7248942255973816,2-[5-(N-carboxyéthyl-2-pyridinylidène)-3-=0.7219374179840088,PANIFICATION=0.7216436862945557,trans-N-=0.7198818922042847,(MAC2LINEAR)=0.7194099426269531
préparation	préparation,=0.741836428642273,fabrication=0.6811031103134155,préparer=0.6559881567955017,dissolution=0.6554056406021118,réhydratation=0.6512105464935303,Préparation=0.6412924528121948,solubilisation=0.631196141242981,fermentation=0.629679799079895,formulation=0.6291448473930359,d'incorporation=0.6284115314483643
39,7%	04%=0.8316904902458191,16,7%=0.8243498802185059,Rondo=0.8099974989891052,0,54%=0.8035817742347717,n-7=0.7937494516372681,Lutéine=0.7930752635002136,6,9%=0.7913795113563538,14:0=0.7911599278450012,Li2O:=0.7900732159614563,85-=0.7894229292869568
decoupes	cavites=0.8290625214576721,pastes=0.8133641481399536,lumieres=0.7885743379592896,premieres=0.7822598814964294,protuberances=0.7773004770278931,epaisseurs=0.7701629400253296,lateraux=0.7599770426750183,echancrures=0.7575405240058899,poignees=0.7558139562606812,evidements=0.752968966960907
sous-objet,	sous-objet=0.632697582244873,modele,=0.5696809887886047,soul-ensemble=0.5666137933731079,resultat=0.5610306262969971,separement=0.5522440075874329,echantillon=0.5446618795394897,parametre=0.5444964170455933,parametre,=0.5372567772865295,iteration,=0.5366430282592773,critere=0.5353302955627441
quasi-totalité	totalité=0.7334082722663879,l'intégralité=0.6347984671592712,majorité=0.620643675327301,superficie=0.5795382857322693,plupart=0.5442408919334412,totalite=0.5354393124580383,petitesse=0.5253234505653381,totalité,=0.5245658159255981,planète=0.5155239701271057,faune=0.5061017274856567
Et2	Et1=0.7228999733924866,Etl=0.672313928604126,N22,=0.6655265092849731,Gm=0.6630629301071167,N12,=0.6598377227783203,Rb2=0.6586698293685913,Cv-,=0.6533705592155457,Br4=0.6510961651802063,Q6,=0.6482452154159546,N31=0.6465476155281067
1/1339	16/027=0.9962831139564514,9/084=0.9959689974784851,5/026=0.9959489703178406,21/027=0.9958467483520508,21/8247=0.9957726001739502,51/22=0.9954307675361633,96/20=0.9952892661094666,1/1337=0.9952036738395691,65/20=0.9951955676078796,84/18=0.9951427578926086
hardware),	PLD,=0.6613491773605347,FPGA,=0.6362671256065369,(software=0.6327579021453857,ASIC,=0.6078094840049744,EEPROM,=0.5904411673545837,FLASH,=0.5869847536087036,DSP,=0.585963249206543,FLASH=0.5763784050941467,(FPGA,=0.5725061297416687,EEPROM)=0.5715000033378601
SIFB	SLC1=0.6659250259399414,S(I)=0.664274275302887,(HH2)=0.6556645035743713,SCOD=0.6405310034751892,DVS,=0.6345020532608032,St(t)=0.625613808631897,CSO,=0.6249366402626038,S1-1,=0.6233952045440674,nonadjacente=0.6230925917625427,H[k]=0.6220774054527283
10/08	23/19=0.9924593567848206,1/015=0.9920569658279419,16/03=0.9910129904747009,29/04=0.9909037947654724,21/14=0.9908837676048279,37/08=0.9906668066978455,85/00=0.990611732006073,7/52=0.9902591109275818,19/56=0.9902068376541138,33/24=0.9901227355003357
34b,	34a,=0.9448770880699158,34b=0.9111964702606201,34c,=0.8946782350540161,36a,=0.8900914192199707,32b,=0.8894826173782349,35a,=0.8889041543006897,33a,=0.8740515112876892,34c=0.868317723274231,32a,=0.8680549263954163,33b,=0.8624874353408813
subaiguë	obstructive,=0.7969186902046204,androgénétiques,=0.7953262329101562,l'insomnie=0.7944877743721008,l'anémie,=0.7764595150947571,chronique),=0.776278018951416,pellagre=0.7728431820869446,aigüe=0.7711975574493408,reperfusion,=0.7697604894638062,aiguë,=0.7686322331428528,bronchopneumopathies=0.7671467661857605
trialkylsilyle	6-alkyle,=0.7785419821739197,halogéno=0.768024742603302,alkyloxy=0.7558386921882629,(C3-=0.7522966265678406,(Ci-C6)alkyle=0.7429463863372803,aryloxy=0.7382652163505554,Ci-6=0.7370049953460693,alcoxyle=0.7342911958694458,C6)alkyle=0.7317452430725098,-CF3=0.7308306097984314
83f	83b,=0.6310335993766785,tri-oléate=0.5882580876350403,83a=0.587429404258728,56D=0.5754388570785522,26c),=0.56633061170578,82d=0.564424991607666,82a,=0.560248613357544,84a=0.5486041903495789,53d,=0.5476418733596802,(2-tert-butoxycarbonyloxy-benzoyl)=0.5456007719039917
froissés	inviolables=0.6050978302955627,tapissiers=0.5819646716117859,couettes,=0.5796458721160889,réparables=0.5781346559524536,recyclables,=0.5743955373764038,délaissés=0.5694145560264587,contondants,=0.567010223865509,habillées=0.5669525861740112,indissociables=0.5668374300003052,blessants=0.5641835331916809
mobylette	scooter=0.6434799432754517,vélo=0.6321690678596497,locomotive,=0.6283537745475769,bateau=0.6157845854759216,scooter,=0.6084845662117004,véhicule=0.5941835045814514,piéton,=0.5879428386688232,odomètre=0.5872282981872559,motocycle=0.5857136845588684,l'hélicoptère=0.5848744511604309
flottement	renversement=0.671203076839447,ripage=0.668091893196106,grippage=0.6477599143981934,heurts=0.6119996309280396,heurt=0.6106328964233398,l'instabilité=0.6050556898117065,désalignement=0.6042559146881104,gauchissement=0.6039801836013794,balancement=0.596441388130188,endommagement=0.5957726240158081
IGR	fichier;=0.5545966029167175,83-90=0.5526664853096008,Confirmation,=0.5516949892044067,466;=0.5476125478744507,notament=0.5450727343559265,AdaBoost=0.5343049764633179,Eii=0.5337247848510742,htm"=0.5325908660888672,d'Italie,=0.5291222929954529,3-diaza-spiro[4=0.5286656022071838
LiH	6H20)=0.6755450367927551,CuBr=0.6451597809791565,diisopropylamide=0.6425724029541016,SOC12=0.6300192475318909,l'azide=0.6198495626449585,(50mL)=0.6186830997467041,CuCl2=0.6157451868057251,LiCI,=0.6137169003486633,NaBH4=0.6095727682113647,40mL=0.601869523525238
ergots)	saillies)=0.6147613525390625,culasse)=0.5664079785346985,2-(4-Amino-3=0.5538555383682251,phénylamino)-4-=0.5465420484542847,Languettes=0.5415180325508118,Thymine=0.5365684628486633,2)-méthyl-=0.5266222953796387,d'identité"=0.5228668451309204,sialidase=0.5200677514076233,monté"=0.5153306722640991
-CO-O-R8,	-CO-NR6R7,=0.918342113494873,-CO-R5,=0.9040629863739014,C3-C,-cycloalkyle,=0.844864010810852,C3-C7-cycloalkyl-C,-C3-alkylène,=0.8286693096160889,C3-C,-cycloalcoxyle,=0.8243299126625061,C3-C7-cycloalkyl-C,-C3-alkylénoxy,=0.8216484189033508,C3-C7-cycloalkyle-C1-C6-alkylène,=0.8147755265235901,C3-C7-cycloalkyle-C1-C3-alkylène,=0.814125657081604,(C3-C,)cycloalkyle(C1-C6)alcoxy,=0.8133348822593689,(C1-C6)alcoxy,=0.8068184852600098
enseigné	divulgué=0.7961938977241516,abordé=0.7431095242500305,dévoilé=0.7293316125869751,cité,=0.7237074971199036,expliqué,=0.7141202092170715,suggéré=0.7127496004104614,discuté=0.7078812718391418,mentionné,=0.7055383324623108,discuté,=0.6874284744262695,cité=0.6852503418922424
COOC2H5	CH3COO=0.8542221188545227,C12H25=0.8432146906852722,CH3O=0.8264954686164856,\_=0.8246392607688904,2-CH3,=0.8234784007072449,H3CN=0.8231906294822693,5-CI=0.8172374367713928,\/=0.812243640422821,OBz=0.8111611604690552,/\=0.8098149299621582
la,b	XVIII-XVIII=0.5579610466957092,XIX-XIX=0.5520696640014648,XXVI-XXVI=0.5464646220207214,XIV-XIV=0.5418004989624023,XXX-XXX=0.5393561720848083,G-G=0.5388137102127075,K-K=0.5361732840538025,3I,=0.5359228253364563,XXI-XXI=0.5352869629859924,4a,4b=0.5346924066543579
brune	marron=0.8438634872436523,brune,=0.8049916625022888,orangée=0.8028122782707214,marron,=0.782141387462616,jaunâtre=0.769941508769989,rose=0.7642399668693542,jaune=0.761885941028595,mauve=0.7518148422241211,Santal=0.7491098642349243,violette=0.7456188797950745
Jones,	Davis,=0.8351457118988037,Daniel=0.8336225748062134,Wong,=0.8331815600395203,Smith,=0.8324034214019775,Brown,=0.8313918709754944,Lee=0.8310174942016602,Williams,=0.8305320739746094,Stephen=0.8289043307304382,James=0.8274762034416199,William=0.8236023187637329
complémentairement,	cumulativement,=0.865204930305481,additionnellement,=0.6887660622596741,encore,=0.6277693510055542,complément,=0.5675979256629944,additionnelle,=0.5632809996604919,complémentaire,=0.5605124831199646,alternativement,=0.5520220994949341,alternative,=0.48592016100883484,en,=0.48013460636138916,facultativement,=0.47857025265693665
[00150]	[00137]=0.7261489629745483,[00126]=0.7224699854850769,[60]=0.7158979177474976,[00123]=0.707906186580658,[00105]=0.7071146965026855,[00113]=0.706969141960144,[054]=0.7037633657455444,[00110]=0.7001910209655762,[00133]=0.693520724773407,[55]=0.6900946497917175
points:	niveaux:=0.6448697447776794,semaines=0.6334425210952759,décades=0.6261552572250366,mois=0.6250720024108887,mois,=0.6167937517166138,mois)=0.6069901585578918,facteurs:=0.5832365155220032,mois),=0.58256995677948,semaines,=0.5794168710708618,jours,=0.5786731243133545
424	428=0.8808637261390686,413=0.8765906691551208,424,=0.8721978664398193,414=0.8687539100646973,422=0.8667303323745728,417=0.8666248917579651,418=0.8628268837928772,432=0.8626686930656433,423=0.8605494499206543,514=0.8567758202552795
dysesthésique,	dysesthésique=0.7131183743476868,(patient=0.5000956058502197,(signe=0.49326759576797485,(score=0.4919562339782715,l'individu=0.4864038825035095,(Formulation=0.47805047035217285,antéro-interne=0.47486427426338196,clignement=0.4606638252735138,(sujet=0.45823726058006287,l'interlocuteur=0.4484318196773529
coincement,	coincement=0.779009997844696,serrage,=0.7217212915420532,desserrage=0.6972265243530273,pincement,=0.6874956488609314,dévissage,=0.6681273579597473,accrochage,=0.6648753881454468,clipage=0.6612387299537659,goupille,=0.6593340635299683,arc-boutement=0.6589040160179138,desserrement=0.6575416922569275
arthritique,	(ostéo-)=0.9129048585891724,fibromyalgies,=0.8997719883918762,rhumatismale,=0.7961044311523438,(traumatique,=0.7901626825332642,algies=0.7586371302604675,angines=0.7540770769119263,pellagre,=0.7537021040916443,interféron,=0.7487385869026184,l'acromégalie,=0.7476920485496521,thromboangéite=0.7469692230224609
nate	distéaroyléthyl=0.7491154670715332,trifluoromethanesulfonate=0.7454277276992798,noate=0.7311372756958008,9,10-=0.7147961854934692,tetraéthoxysilane=0.7128304243087769,Benzotriazole=0.7117125988006592,hexanediamine=0.7054551839828491,disélénure=0.702624499797821,sulfonyl(trifluorométhylsulfonyl)imide=0.7019622325897217,-triazine=0.7011289000511169
M*	sk=0.7412940859794617,Mp*=0.7399898171424866,y,t)=0.7148462533950806,q*=0.7148301601409912,MACK=0.7108885645866394,q(x)=0.6974644064903259,bm=0.6924150586128235,s*=0.6884139180183411,n))=0.6867631077766418,Hk,=0.6856029629707336
insulino-stimulante	morpholinométhyl-6-méthoxyquinoli-4-yl)=0.9222351908683777,85/16=0.9207808375358582,74/00=0.9197005033493042,13/91=0.9194516539573669,31/0232=0.9186063408851624,31/13=0.9183448553085327,3/097=0.9182264804840088,20070411=0.917959451675415,20071231=0.9179068207740784,20071123=0.9176591038703918
Ling	Siohan=0.9036697745323181,Samuels=0.8913547396659851,Gupta=0.889633059501648,Kato=0.8891730904579163,Ghosh=0.8866675496101379,Maisonpierre=0.8829920291900635,Moisan=0.8817800283432007,Bachman=0.8797633647918701,Kuroda=0.8794560432434082,Keshishian=0.8779453039169312
DTE	d'accès"=0.6427348256111145,d'identifiant=0.6296550035476685,Timestamp=0.6017102599143982,prénom)=0.5991096496582031,ID5=0.5941656827926636,INFO=0.5937333106994629,TID=0.5906969904899597,FROM=0.5883354544639587,ID2=0.5881152749061584,ID6=0.5831427574157715
(VREF2)	(VREF1)=0.7997280955314636,(AT")=0.6500604152679443,(V-)=0.6332880854606628,(REF1)=0.6314714550971985,(T31)=0.628046452999115,(Vin),=0.6248774528503418,VDci=0.6231865286827087,Vdcl=0.6218479871749878,(Vref2)=0.6179659366607666,(T22)=0.6146637201309204
glissante)	Time")=0.5521674752235413,réel)=0.5445014238357544,pop-up=0.5359265208244324,NBG_Inter=0.5355928540229797,secondes)=0.5332881808280945,window=0.5330014228820801,BUZZER=0.5317635536193848,(musicien)=0.5290935635566711,disposez=0.5245823860168457,secondes),=0.5192188024520874
Polysilicone-8	methacrylique=0.8383356332778931,aminobutyrique,=0.8142320513725281,aminocaproïque,=0.8068345785140991,myristique=0.8023998141288757,stéaridonique=0.8016740083694458,DEA)=0.7947999835014343,linoleique=0.7943865656852722,stéarique),=0.7908987402915955,périllique=0.7898257970809937,2-O-a-D-glucopyranoside=0.7881760597229004
kg/T	SPECIFIC=0.8892946839332581,FLAVORPROTM=0.86894291639328,863MDP=0.8628963828086853,PROTEASE=0.8612560629844666,FLAVOURZYME®=0.8578272461891174,766MDP=0.8548980951309204,PROLINE=0.8454368114471436,1000L=0.8388088345527649,PROMODTM=0.838453471660614,795MDP=0.8348538279533386
(longueur)	(dimension=0.7186205387115479,(largeur=0.681766152381897,(largeur)=0.6816974878311157,(dimensions=0.6741360425949097,(hauteur)=0.660555362701416,(largeur,=0.6509463787078857,45mm=0.6406359672546387,(longueur,=0.6361305713653564,(longueur=0.6302147507667542,450mm=0.6264411807060242
l'écoulement,	l'écoulement=0.7457590103149414,d'écoulement,=0.7422082424163818,écoulement=0.6504725813865662,d'écoulement=0.6416083574295044,turbulent=0.6392166018486023,turbulent,=0.634207546710968,(écoulement=0.6270648241043091,électroosmotique=0.6169252395629883,écoulement,=0.616762101650238,dard=0.5981597304344177
"polypeptides	prétère=0.7870418429374695,Monographs=0.7787508964538574,Insulator"=0.7517803311347961,préfere=0.7509194612503052,"Silicon=0.7489625811576843,Insulator),=0.7471476793289185,"Studies=0.746588408946991,Insulator",=0.7421525716781616,depends=0.7351407408714294,dessale=0.7338064908981323
06)	01)=0.7282485365867615,d))=0.6521295309066772,A1)=0.6111075282096863,DX)=0.6097089052200317,4X=0.6093552112579346,A]=0.6065598726272583,H6=0.6058475375175476,E140)=0.6038915514945984,00)=0.6035714149475098,04)=0.5973567962646484
préparatoire,	préparatoire=0.7337780594825745,d'apprentissage,=0.7169406414031982,d'initialisation,=0.7055582404136658,d'apprentissage=0.6380672454833984,préliminaire=0.6324607133865356,d'enrôlement,=0.6143744587898254,calibration,=0.6103408336639404,d'initialisation=0.6067993640899658,E04=0.6048955321311951,d'estimation,=0.5985180735588074
Caprylampho-dipropionate,	0]heptane-2-carboxylic=0.8968945741653442,D01D=0.8918664455413818,Lauro-ampho-dipropionic=0.8881723284721375,1/46=0.8872803449630737,B43M=0.8859697580337524,5/03=0.8853505849838257,F23N=0.8851989507675171,15/12=0.8845178484916687,31/06=0.8838788270950317,G03D=0.883801281452179
positionneur	goniomètre=0.8039920926094055,théodolite=0.7392423152923584,télémètre=0.736693799495697,inclinomètre=0.7237424850463867,périscope=0.713220477104187,gyroscope=0.7080660462379456,gyromètre=0.7015460729598999,portique=0.6842637062072754,compas=0.6839199662208557,accéléromètre=0.6676424741744995
a-cyano-cinnamate	butanoate=0.7770623564720154,2-(4-dibutylamino-2-hydroxybenzoyl)-benzoate=0.7690780162811279,2-cyano-3,3-diphénylacrylate=0.7635339498519897,heptanoate=0.758820116519928,hexyle=0.7559559345245361,hexyle)=0.7367346286773682,cétéaryle=0.7363547682762146,p-Hydroxybenzoate=0.732177734375,hexanoate=0.7320610880851746,d'isobornyle;=0.7306806445121765
inLibiteur	photo-protecteur,=0.774015486240387,beta-lactamases=0.7661810517311096,OX100=0.7589797973632812,antihelminthique=0.7561260461807251,antinéoplasique,=0.7539466023445129,pramipexole,=0.7385851740837097,esmolol,=0.7383399605751038,SPRM=0.7364041805267334,propanolol,=0.7359373569488525,HMG-CoA-réductase=0.730462372303009
Salmonelles	oocystes=0.7425435781478882,Levures=0.7347822785377502,Bactéries=0.7332200407981873,fumigatus=0.730915367603302,Population=0.7259218692779541,nubilalis=0.7249805927276611,Souches=0.7248560190200806,Viabilité=0.7245432138442993,Staph=0.7234246134757996,digitatum=0.7181395292282104
naphtoïque;	(thién-2-yl)=0.5973610877990723,icarboxyl=0.5794563889503479,REVENDICATIONS1°=0.5458442568778992,sederma=0.539553701877594,J=7,32Hz),=0.5308655500411987,L-2-méthylthiazolidine-2,4-=0.5258031487464905,20170)=0.5164010524749756,tétradécylique,=0.5153430700302124,yI)-2-(propan-2-=0.5142951607704163,yloxy)phényllamino)-7-(2-=0.51422518491745
dihydroxypropyle	dihydroxypropyle,=0.7278505563735962,auto-immuns,=0.7026234865188599,2162025=0.6900650262832642,d'ISOPARS®=0.6870582103729248,Copropagation=0.6855372786521912,PERMETHYLS®=0.6805375218391418,undécényloléyléther=0.6752568483352661,2,676,182,=0.6708865761756897,"FL-100",=0.670047402381897,NAR"=0.6687478423118591
boundary	recognition=0.8257322907447815,constrained=0.8039640188217163,analysis=0.8009116053581238,problems=0.7896041870117188,Stochastic=0.7864614129066467,visual=0.7832562327384949,cone-beam=0.7827967405319214,modeling=0.7791324853897095,methods=0.7779545187950134,geometry=0.7770312428474426
d'Orbite	d'Attitude=0.9308921098709106,d'Information=0.706622302532196,d'Essais=0.6988769173622131,d'Exploitation=0.6914374828338623,Inertielle=0.6909400224685669,Solaire=0.6772670149803162,Fichiers=0.6731385588645935,Modulaire=0.6708802580833435,Géographique=0.663428544998169,9»=0.6392730474472046
poly(thiophène-3-	acétique)=0.7768369913101196,poly(thiophène-3-acétate=0.7719056010246277,butan-l-ol=0.7327026724815369,Neutralisation=0.7149215340614319,2-(2-bromo-4-(3-oxo-3-(5-(4-(trifluorométhyl)phényl)thién-2-yl)propyl)=0.7078955769538879,benzo[b]thiophène-2-carboxamide=0.7068568468093872,-2-méthyl-propanoïque=0.7028189301490784,-(4-cyanobenzyl)-3H-imidazol-4=0.7008541822433472,yl)-lH-benzoimidazole-5-carboxylique=0.6953918933868408,1H-benzoimidazole-5-carboxylique=0.6938826441764832
mélilot,	d'inde,=0.881012499332428,marronniers=0.8574162125587463,Nipida),=0.8521454930305481,piloselle,=0.8453081846237183,Sephytal,=0.8351341485977173,d'Inde,=0.8339554071426392,ruscus,=0.8327223658561707,lierre,=0.8296213150024414,ginko=0.8284854292869568,l'absinthe,=0.8263869285583496
^M	pg/mI=0.7395246028900146,lig/mi,=0.7327526807785034,tg/ml,=0.7208276987075806,picogrammes=0.7118346691131592,gg/ml=0.7057936787605286,gg/mL=0.7037890553474426,AZT=0.7013918161392212,gM=0.7011564373970032,5pM=0.6971609592437744,J24=0.6971204280853271
Premièrement,	D'abord,=0.8164345622062683,Deuxièmement,=0.802009642124176,Troisièmement,=0.7948808670043945,Concrètement,=0.7798472046852112,Finalement,=0.7622849941253662,Globalement,=0.757660448551178,Ensuite=0.7232490181922913,Spécifiquement,=0.7094244360923767,Donc,=0.7040855884552002,Précisément,=0.7032555341720581
transmission,	transmission=0.8178305625915527,réception,=0.7958537340164185,communication,=0.7377694249153137,d'émission,=0.7259954214096069,transmission;=0.6921987533569336,récepteur,=0.6719664931297302,synchronisation,=0.6651999950408936,multiplexage,=0.658877968788147,retransmission,=0.6478897333145142,retransmission=0.6467869281768799
halogénées	sulfonées=0.6951479911804199,fluorocarbonées=0.6815336346626282,époxydes,=0.6741606593132019,crésol-formaldéhyde,=0.6706147193908691,époxydes=0.6674997806549072,sulfonées,=0.6661024689674377,fluorocarbonés,=0.6577784419059753,résorcinol-formaldéhyde,=0.6515408158302307,réticulables=0.6476839184761047,cyanoacrylates=0.6434019804000854
coulis-seau	(DOTA)=0.6028698086738586,1-(4"-aminodiphénylazo)-2-méthyl-4bis-=0.5879456996917725,[052]=0.5795431733131409,2876911=0.577323317527771,(Se0I)=0.5757696628570557,sur-plateau=0.5736103653907776,514B,=0.5679677724838257,1-(C-a-D-glucopyranosyl)-pentane-2,5-diol=0.5674324631690979,alkyl(C,-C4)sulfonyle=0.566957950592041,1A"=0.5611617565155029
tassement,	tassement=0.6945233941078186,grain,=0.5833740234375,assèchement=0.5780287981033325,étirement,=0.5735071301460266,sédimentation,=0.5715848803520203,fissuration,=0.5641242861747742,sédimentation=0.5600463151931763,d'érosion=0.5599174499511719,colmatage=0.5545177459716797,décollement=0.5526567101478577
Peptidase	vildagliptin),=0.7038856744766235,Immunomarquage=0.7016382217407227,ICAM=0.6844647526741028,CCL5=0.6837922930717468,l'Interleukine=0.6815659403800964,CDSN=0.6800416707992554,Cartilage=0.6766897439956665,ANGPTL4=0.6741999983787537,2910814=0.6741674542427063,(IL-6),=0.6741575002670288
amalgames	reconstitutions=0.6260392069816589,microsoudures=0.5815709829330444,pierres=0.5657668709754944,prothèses=0.5564599633216858,prothèses,=0.5499238967895508,implants,=0.5475425124168396,aciers,=0.5451018214225769,filières=0.5416234731674194,inoxydables=0.5315695405006409,bijoux=0.5308037400245667
gravé,	gravé=0.845945417881012,gravée,=0.7911824584007263,modelé=0.7583642601966858,aminci=0.7552549242973328,déposé,=0.7311820983886719,insolé=0.7028154134750366,gravée=0.6969185471534729,aminci,=0.6968264579772949,passivée,=0.6893566846847534,lithographié=0.6892630457878113
2824269	163-72=0.7916660308837891,2856921=0.7594975233078003,H-24aa),=0.7504600882530212,3Hz);=0.749344527721405,191-208=0.746078610420227,7Hz);=0.741784393787384,Mexicain=0.7416278123855591,1287-1289=0.7402942180633545,Alvcmar=0.7390981912612915,02E+00=0.7369404435157776
CBOC(6,1,1/11),	N=3,=0.4959816038608551,Zp(n)=0.4900459051132202,PuKTu,=0.48308542370796204,(return=0.47975537180900574,CBOC(6,1,1/11)=0.47694525122642517,DFRR=0.4747641682624817,N=2,=0.47322535514831543,d'autocorrélation,=0.47307974100112915,Ar;=0.4636460542678833,N=16=0.462700217962265
Moyen-Orient	Pacifique=0.796820878982544,Individus=0.7650280594825745,Caucasien=0.7397841811180115,Chinois=0.7359033226966858,Grec=0.7274997234344482,3036616=0.72600919008255,Américain=0.7174587845802307,YKL=0.7097148299217224,(C-27),=0.7097021341323853,023345968=0.7020431160926819
SSL)	SSL=0.7670964002609253,https=0.7463999390602112,HTTPS=0.7366839647293091,EAP=0.7338313460350037,SSH=0.7118825912475586,SSL/TLS=0.7059555053710938,IPSec=0.7045637369155884,TCP/IP=0.7016277313232422,TLS=0.6985199451446533,SMTP=0.6962746381759644
(dix)	i=K=0.6018031239509583,Vsignal=0.5796642899513245,ABd=0.5773509740829468,d'incrément,=0.5771980285644531,VAL2=0.5757228136062622,2"-1,=0.5692840218544006,Téfluthrine=0.5553673505783081,I}=0.5550349354743958,ITMi/OTMd=0.5549961924552917,SELEC=0.5539448857307434
(micromètre),	gm,=0.6959694027900696,1um=0.6823492050170898,jim,=0.6811211109161377,lm,=0.6723406314849854,(micromètre)=0.6660013198852539,!lm=0.6604019999504089,um,=0.6575407385826111,gm=0.6524510383605957,jam=0.6518214344978333,[Inn=0.6479440331459045
capturent	acquièrent=0.8275314569473267,restituent=0.8132879734039307,collectent=0.8119012117385864,captent=0.8058264851570129,observent=0.7806938290596008,visualisent=0.7573689222335815,traitent=0.7567868828773499,analysent=0.7554212212562561,recueillent=0.7527043223381042,masquent=0.7504320740699768
50à	(Zli)=0.6534988880157471,C4-030=0.6443087458610535,(13,0=0.6425091028213501,[0351]=0.637998640537262,NO:12),=0.6367119550704956,imidazolo-azoliques,=0.6364113092422485,CERAPHYC=0.6348254084587097,pyrazolo-pyrimidiniques,=0.6325319409370422,(déc)=0.6320099830627441,cyclooctène=0.6318394541740417
picocellules	ressources=0.6929090023040771,allocations=0.6829966306686401,stations=0.6604599356651306,macrocellules=0.6514201164245605,macro-cellules=0.6506097316741943,sous-trames=0.6491760015487671,UL-DL=0.6457036733627319,passerelles=0.6445947885513306,reconfigurations=0.6274964213371277,infrastructures=0.6270168423652649
nomade;	numérique;=0.6262091994285583,reçue;=0.5741598606109619,ET;,=0.5474381446838379,informatique;=0.5440148711204529,sélectionné;=0.53877854347229,(1061-1064)=0.5355095267295837,numérique,=0.5256207585334778,numérisée,=0.5236493349075317,distant;=0.5233373045921326,d'information,=0.5210728645324707
-G	0J=0.8244785070419312,-L=0.8162340521812439,2)2=0.8112108111381531,Matsumoto,=0.7958860993385315,X~=0.7919299602508545,=1+=0.7915617227554321,J~=0.7902408838272095,)x=0.7892178297042847,-I=0.7892134785652161,(YI=0.7888279557228088
(triphénylphosphine)	tétrakis=0.8562735319137573,tétrakis(triphénylphosphine)=0.8202210664749146,tétrakistriphénylphosphine=0.8171624541282654,Pd2(dba)3=0.779025137424469,HOBT=0.7695563435554504,1-(3-=0.7641818523406982,(EDCI)=0.762016773223877,(DMAP),=0.7619483470916748,Pd(OAc)2=0.7612476944923401,Hexafluorophosphate=0.7601598501205444
KERANAT	TAKEMOTO=0.5413618087768555,sphéroïdale=0.5388847589492798,Toshiki)=0.5287349224090576,sphérique)=0.5251219868659973,ovoïde,=0.509535551071167,ovoide=0.5062780380249023,ellipsoïdale=0.5012381076812744,méthylsilanol/silicate)=0.5005202889442444,Powder=0.5002490282058716,ronde)=0.5000795125961304
approvisionnant	stripage=0.5365477800369263,(étanche=0.5355793237686157,d'ionisation,=0.5301684141159058,(réservoirs=0.5252525210380554,d'Argon,=0.5252103805541992,(pompe=0.5223804116249084,respirable,=0.5197517275810242,Détendeur=0.5177478194236755,distillée;=0.5154850482940674,non-aérosol=0.5137261748313904
qu"agencé	qu"identifié=0.7470787167549133,quel,=0.7437283396720886,qu"Internet,=0.7432363629341125,qu"établi=0.7350764274597168,qu"exprimé=0.7311149835586548,qu'observé=0.7297751307487488,qu'Internet=0.7283027768135071,qu"internet,=0.7230103611946106,qu"Internet=0.7197256088256836,qu"affiché=0.7196983695030212
3-8,	beta-lactamases=0.6288293600082397,l'alpha-isométhylionone,=0.608642041683197,d'interleukines=0.605496883392334,3-glycéroxypropyl,=0.5803156495094299,proinflammatoires,=0.5796811580657959,27/11/07=0.5782387852668762,chimioattractant=0.5781633257865906,Flt-3=0.5768934488296509,3-méthacryloxypropyl,=0.5703756213188171,d'oligogalacturonides=0.5693114399909973
(27,7	(2,91=0.8215582966804504,(3,01=0.8155089616775513,Maltol=0.8111218214035034,2-ol=0.8096034526824951,3093=0.8059454560279846,N-(3-diméthylaminopropyl)-N"-éthylcarbodiimide=0.7949823141098022,9x10-3=0.7933967113494873,carboxylamide=0.7921839356422424,propan-l-ol=0.7917422652244568,5H20,=0.790972888469696
AU2	AU1=0.8681122064590454,AU1,=0.7299466133117676,HM1=0.7297897338867188,HM2=0.7086604833602905,AU2,=0.6661839485168457,homme-mort=0.6577757596969604,SW2=0.6389511227607727,SW1,=0.6190513968467712,SW21=0.5938558578491211,VC1=0.5919784903526306
